id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10252,Private room in Lower East Side,5651,Steven,Manhattan,Lower East Side,40.74604,-74.043228,Private room,110,2,11,2024-07-06,5.79,1,57
10253,Entire home/apt in Midtown,5652,Carol,Manhattan,Midtown,40.741427,-74.006327,Entire home/apt,232,5,28,2024-08-10,28.0,1,108
10254,Entire home/apt in Midtown,5653,Jacob,Manhattan,Midtown,40.76503,-74.002954,Entire home/apt,252,1,11,2024-05-01,2.68,1,73
10255,Entire home/apt in Battery Park,5654,Rachel,Manhattan,Battery Park,40.736736,-73.982041,Entire home/apt,333,1,28,2024-06-19,11.35,1,101
10256,Private room in Greenwich Village,5655,Lauren,Manhattan,Greenwich Village,40.771532,-73.978312,Private room,119,14,4,2024-08-31,4.0,1,264
10257,Private room in Lower East Side,5656,Edward,Manhattan,Lower East Side,40.735177,-73.959027,Private room,143,2,35,2024-08-31,35.0,1,2
10258,Entire home/apt in Greenwich Village,5657,Brian,Manhattan,Greenwich Village,40.723688,-73.965559,Entire home/apt,141,2,1,2024-05-19,0.29,1,67
10259,Entire home/apt in Tribeca,5658,Paul,Manhattan,Tribeca,40.74117,-73.962547,Entire home/apt,196,7,14,2024-08-19,14.0,2,8
10260,Private room in Midtown,5658,Paul,Manhattan,Midtown,40.767647,-73.941324,Private room,118,30,20,2024-08-22,20.0,2,159
10261,Private room in Tribeca,5659,Jacob,Manhattan,Tribeca,40.698586,-74.009892,Private room,174,1,14,2024-08-28,14.0,2,54
10262,Entire home/apt in Upper East Side,5659,Jacob,Manhattan,Upper East Side,40.73,-73.969086,Entire home/apt,110,3,17,2024-07-19,11.59,2,145
10263,Private room in SoHo,5660,Nicole,Manhattan,SoHo,40.717753,-73.994778,Private room,74,30,6,2024-07-20,4.19,1,82
10264,Private room in Chelsea,5661,Melissa,Manhattan,Chelsea,40.817732,-74.001884,Private room,197,5,6,2024-07-31,5.62,1,105
10265,Private room in SoHo,5662,Rachel,Manhattan,SoHo,40.728916,-74.005896,Private room,198,3,1,2023-11-15,0.1,1,78
10266,Entire home/apt in Greenwich Village,5663,Edward,Manhattan,Greenwich Village,40.775763,-74.009072,Entire home/apt,243,3,46,2024-08-12,46.0,3,339
10267,Private room in Chelsea,5663,Edward,Manhattan,Chelsea,40.759409,-73.958359,Private room,56,2,36,2024-08-22,36.0,3,279
10268,Private room in Tribeca,5663,Edward,Manhattan,Tribeca,40.762773,-73.963797,Private room,110,3,2,2024-01-27,0.28,3,112
10269,Hotel room in SoHo,5664,Mark,Manhattan,SoHo,40.767191,-73.938562,Hotel room,442,2,1,2024-04-14,0.21,1,97
10270,Private room in Midtown,5665,Megan,Manhattan,Midtown,40.733711,-73.966509,Private room,195,1,2,2024-01-20,0.27,1,33
10271,Private room in Midtown,5666,Jeffrey,Manhattan,Midtown,40.75326,-74.024492,Private room,141,1,0,,0.0,1,338
10272,Entire home/apt in Chelsea,5667,Stephen,Manhattan,Chelsea,40.719852,-73.97507,Entire home/apt,323,14,9,2024-08-08,9.0,1,316
10273,Entire home/apt in Upper West Side,5668,Megan,Manhattan,Upper West Side,40.775181,-74.005594,Entire home/apt,209,1,1,2024-07-25,0.79,1,288
10274,Entire home/apt in Chelsea,5669,Elizabeth,Manhattan,Chelsea,40.750127,-73.947268,Entire home/apt,99,2,1,2024-08-31,1.0,1,344
10275,Entire home/apt in Greenwich Village,5670,James,Manhattan,Greenwich Village,40.745287,-73.981767,Entire home/apt,396,3,5,2024-05-20,1.44,1,254
10276,Entire home/apt in Midtown,5671,Elizabeth,Manhattan,Midtown,40.805122,-74.009339,Entire home/apt,501,1,5,2024-08-27,5.0,1,206
10277,Shared room in Lower East Side,5672,Donald,Manhattan,Lower East Side,40.754063,-74.047421,Shared room,28,14,57,2024-06-26,25.52,1,269
10278,Entire home/apt in Battery Park,5673,Nicole,Manhattan,Battery Park,40.781311,-74.015199,Entire home/apt,175,5,3,2024-06-30,1.43,1,42
10279,Entire home/apt in Midtown,5674,Mark,Manhattan,Midtown,40.818564,-73.993602,Entire home/apt,372,3,18,2024-07-23,13.5,3,244
10280,Private room in Chelsea,5674,Mark,Manhattan,Chelsea,40.780003,-73.9541,Private room,128,2,5,2024-08-12,5.0,3,88
10281,Private room in Midtown,5674,Mark,Manhattan,Midtown,40.753523,-73.975666,Private room,106,30,5,2024-04-11,1.05,3,123
10282,Private room in Upper East Side,5675,Jennifer,Manhattan,Upper East Side,40.761971,-74.012684,Private room,82,2,2,2024-06-22,0.85,1,300
10283,Entire home/apt in Tribeca,5676,Laura,Manhattan,Tribeca,40.758853,-73.984199,Entire home/apt,136,1,1,2024-08-16,1.0,1,353
10284,Entire home/apt in Lower East Side,5677,Lauren,Manhattan,Lower East Side,40.74145,-74.00173,Entire home/apt,231,1,10,2024-06-24,4.35,1,133
10285,Private room in Greenwich Village,5678,Amy,Manhattan,Greenwich Village,40.783584,-73.986028,Private room,151,14,9,2024-06-10,3.25,2,192
10286,Private room in Midtown,5678,Amy,Manhattan,Midtown,40.742273,-73.995311,Private room,206,5,30,2024-07-24,23.08,2,264
10287,Entire home/apt in Upper East Side,5679,Rebecca,Manhattan,Upper East Side,40.768148,-73.966138,Entire home/apt,214,2,5,2024-07-22,3.66,15,53
10288,Entire home/apt in Chelsea,5679,Rebecca,Manhattan,Chelsea,40.74413,-73.968457,Entire home/apt,290,2,25,2024-08-14,25.0,15,327
10289,Entire home/apt in Upper East Side,5679,Rebecca,Manhattan,Upper East Side,40.74112,-74.025661,Entire home/apt,285,3,1,2024-04-19,0.22,15,172
10290,Private room in Battery Park,5679,Rebecca,Manhattan,Battery Park,40.771149,-73.985977,Private room,27,5,1,2024-08-27,1.0,15,246
10291,Private room in Chelsea,5679,Rebecca,Manhattan,Chelsea,40.764567,-73.979359,Private room,116,3,4,2024-07-12,2.35,15,129
10292,Entire home/apt in Lower East Side,5679,Rebecca,Manhattan,Lower East Side,40.747611,-73.956173,Entire home/apt,15,14,9,2024-08-21,9.0,15,247
10293,Entire home/apt in Battery Park,5679,Rebecca,Manhattan,Battery Park,40.784246,-73.988352,Entire home/apt,342,1,19,2024-08-20,19.0,15,300
10294,Private room in Chelsea,5679,Rebecca,Manhattan,Chelsea,40.712495,-74.064698,Private room,31,1,19,2024-08-31,19.0,15,90
10295,Entire home/apt in Tribeca,5679,Rebecca,Manhattan,Tribeca,40.744439,-74.006837,Entire home/apt,105,2,18,2024-07-19,12.27,15,259
10296,Entire home/apt in Battery Park,5679,Rebecca,Manhattan,Battery Park,40.779997,-73.992306,Entire home/apt,288,1,6,2024-07-14,3.67,15,305
10297,Entire home/apt in Harlem,5679,Rebecca,Manhattan,Harlem,40.752002,-73.957915,Entire home/apt,133,2,38,2024-08-29,38.0,15,61
10298,Entire home/apt in Tribeca,5679,Rebecca,Manhattan,Tribeca,40.760248,-73.962115,Entire home/apt,156,3,11,2024-08-22,11.0,15,47
10299,Entire home/apt in Chelsea,5679,Rebecca,Manhattan,Chelsea,40.747955,-74.018589,Entire home/apt,296,2,4,2024-04-07,0.82,15,61
10300,Entire home/apt in Harlem,5679,Rebecca,Manhattan,Harlem,40.770271,-73.977853,Entire home/apt,241,2,7,2024-08-27,7.0,15,201
10301,Hotel room in Greenwich Village,5679,Rebecca,Manhattan,Greenwich Village,40.714436,-73.971286,Hotel room,261,5,18,2024-07-17,11.74,15,171
10302,Private room in Chelsea,5680,Matthew,Manhattan,Chelsea,40.777753,-73.996677,Private room,26,1,27,2024-07-25,21.32,1,81
10303,Private room in SoHo,5681,Mark,Manhattan,SoHo,40.700421,-73.952301,Private room,188,1,22,2024-07-28,18.86,5,292
10304,Entire home/apt in Greenwich Village,5681,Mark,Manhattan,Greenwich Village,40.777283,-74.02926,Entire home/apt,131,3,5,2024-08-26,5.0,5,215
10305,Private room in Lower East Side,5681,Mark,Manhattan,Lower East Side,40.727177,-73.966044,Private room,94,1,43,2024-08-06,43.0,5,160
10306,Entire home/apt in Battery Park,5681,Mark,Manhattan,Battery Park,40.767789,-73.917637,Entire home/apt,388,1,10,2024-08-17,10.0,5,360
10307,Entire home/apt in Upper East Side,5681,Mark,Manhattan,Upper East Side,40.748466,-74.027326,Entire home/apt,213,7,7,2024-08-05,7.0,5,282
10308,Private room in Tribeca,5682,Elizabeth,Manhattan,Tribeca,40.74838,-73.987184,Private room,67,30,1,2024-07-30,0.91,1,236
10309,Entire home/apt in Midtown,5683,Joshua,Manhattan,Midtown,40.727633,-73.929243,Entire home/apt,310,7,10,2024-08-12,10.0,1,28
10310,Entire home/apt in Harlem,5684,Christopher,Manhattan,Harlem,40.771782,-73.98425,Entire home/apt,242,3,28,2024-08-31,28.0,2,64
10311,Entire home/apt in Battery Park,5684,Christopher,Manhattan,Battery Park,40.744332,-73.970341,Entire home/apt,264,5,13,2024-08-31,13.0,2,215
10312,Entire home/apt in Upper West Side,5685,Laura,Manhattan,Upper West Side,40.738648,-73.969162,Entire home/apt,100,1,21,2024-08-30,21.0,1,255
10313,Entire home/apt in Lower East Side,5686,Jennifer,Manhattan,Lower East Side,40.718554,-73.965385,Entire home/apt,15,1,11,2024-08-30,11.0,1,307
10314,Entire home/apt in Lower East Side,5687,Edward,Manhattan,Lower East Side,40.77974,-73.947024,Entire home/apt,272,14,27,2024-06-29,12.66,1,328
10315,Entire home/apt in SoHo,5688,Stephanie,Manhattan,SoHo,40.7551,-74.027234,Entire home/apt,141,14,34,2024-08-26,34.0,2,283
10316,Private room in Upper West Side,5688,Stephanie,Manhattan,Upper West Side,40.745362,-73.958431,Private room,220,7,15,2024-07-13,9.0,2,289
10317,Private room in SoHo,5689,Stephanie,Manhattan,SoHo,40.741779,-74.061736,Private room,106,1,10,2024-07-02,4.92,1,330
10318,Entire home/apt in Upper West Side,5690,Laura,Manhattan,Upper West Side,40.767484,-74.030613,Entire home/apt,65,2,11,2024-07-29,9.71,1,92
10319,Entire home/apt in Greenwich Village,5691,Stephen,Manhattan,Greenwich Village,40.774827,-74.009984,Entire home/apt,241,7,51,2024-07-06,26.84,1,268
10320,Private room in Chelsea,5692,Sarah,Manhattan,Chelsea,40.770446,-74.005448,Private room,161,3,6,2024-08-02,6.0,1,257
10321,Entire home/apt in Greenwich Village,5693,Christina,Manhattan,Greenwich Village,40.751698,-73.96484,Entire home/apt,143,2,14,2024-08-13,14.0,1,257
10322,Entire home/apt in Upper West Side,5694,Mark,Manhattan,Upper West Side,40.776279,-74.024172,Entire home/apt,230,2,5,2024-08-25,5.0,1,16
10323,Entire home/apt in Tribeca,5695,Lauren,Manhattan,Tribeca,40.773908,-73.978726,Entire home/apt,36,5,77,2024-08-15,77.0,1,48
10324,Private room in Upper East Side,5696,David,Manhattan,Upper East Side,40.734265,-74.041487,Private room,69,2,80,2024-08-12,80.0,1,127
10325,Private room in Chelsea,5697,Steven,Manhattan,Chelsea,40.735481,-73.925677,Private room,175,2,13,2024-07-27,10.83,1,195
10326,Entire home/apt in Battery Park,5698,Samantha,Manhattan,Battery Park,40.740496,-73.933655,Entire home/apt,259,1,12,2024-08-11,12.0,1,99
10327,Entire home/apt in SoHo,5699,Jason,Manhattan,SoHo,40.72135,-73.937171,Entire home/apt,50,1,8,2024-08-20,8.0,2,287
10328,Entire home/apt in Upper East Side,5699,Jason,Manhattan,Upper East Side,40.712057,-74.040429,Entire home/apt,211,7,37,2024-08-18,37.0,2,281
10329,Entire home/apt in Chelsea,5700,Amanda,Manhattan,Chelsea,40.777622,-73.973165,Entire home/apt,257,1,12,2024-07-12,7.06,5,189
10330,Entire home/apt in Harlem,5700,Amanda,Manhattan,Harlem,40.795159,-73.998729,Entire home/apt,116,1,30,2024-07-06,15.79,5,176
10331,Entire home/apt in Tribeca,5700,Amanda,Manhattan,Tribeca,40.768064,-74.058703,Entire home/apt,287,30,21,2024-08-27,21.0,5,145
10332,Entire home/apt in Harlem,5700,Amanda,Manhattan,Harlem,40.756789,-73.984021,Entire home/apt,210,2,41,2024-08-18,41.0,5,354
10333,Entire home/apt in Battery Park,5700,Amanda,Manhattan,Battery Park,40.755598,-73.99156,Entire home/apt,53,2,3,2024-07-23,2.25,5,224
10334,Private room in Chelsea,5701,Brian,Manhattan,Chelsea,40.781513,-73.972376,Private room,97,3,2,2024-07-08,1.09,1,98
10335,Entire home/apt in Battery Park,5702,Jessica,Manhattan,Battery Park,40.729457,-74.00577,Entire home/apt,261,14,22,2024-08-25,22.0,1,257
10336,Private room in Chelsea,5703,Elizabeth,Manhattan,Chelsea,40.746976,-73.966182,Private room,105,1,0,,0.0,1,256
10337,Hotel room in Tribeca,5704,Samantha,Manhattan,Tribeca,40.737805,-73.962953,Hotel room,237,1,38,2024-08-28,38.0,3,291
10338,Private room in Greenwich Village,5704,Samantha,Manhattan,Greenwich Village,40.739275,-73.958721,Private room,78,1,23,2024-07-25,18.16,3,101
10339,Private room in Greenwich Village,5704,Samantha,Manhattan,Greenwich Village,40.757688,-73.960833,Private room,166,1,100,2024-08-30,100.0,3,72
10340,Entire home/apt in Battery Park,5705,John,Manhattan,Battery Park,40.70958,-73.983172,Entire home/apt,110,7,2,2024-08-31,2.0,1,141
10341,Entire home/apt in Harlem,5706,Amanda,Manhattan,Harlem,40.768788,-74.001647,Entire home/apt,174,2,7,2024-05-17,1.96,1,87
10342,Private room in SoHo,5707,Ryan,Manhattan,SoHo,40.744642,-73.996921,Private room,110,1,1,2024-08-22,1.0,5,8
10343,Entire home/apt in Upper East Side,5707,Ryan,Manhattan,Upper East Side,40.790287,-73.986226,Entire home/apt,254,1,29,2024-08-31,29.0,5,270
10344,Private room in Battery Park,5707,Ryan,Manhattan,Battery Park,40.786869,-74.002975,Private room,159,30,18,2024-06-16,7.01,5,185
10345,Entire home/apt in Tribeca,5707,Ryan,Manhattan,Tribeca,40.764317,-73.933737,Entire home/apt,367,7,4,2024-08-11,4.0,5,164
10346,Entire home/apt in Lower East Side,5707,Ryan,Manhattan,Lower East Side,40.784574,-73.982648,Entire home/apt,250,1,14,2024-08-31,14.0,5,189
10347,Entire home/apt in Lower East Side,5708,Laura,Manhattan,Lower East Side,40.742925,-74.006955,Entire home/apt,257,1,5,2024-08-29,5.0,1,118
10348,Private room in Lower East Side,5709,Ashley,Manhattan,Lower East Side,40.778597,-73.937693,Private room,15,1,0,,0.0,2,258
10349,Entire home/apt in Upper West Side,5709,Ashley,Manhattan,Upper West Side,40.763809,-73.964215,Entire home/apt,251,2,33,2024-06-28,15.23,2,283
10350,Entire home/apt in Greenwich Village,5710,Olivia,Manhattan,Greenwich Village,40.724703,-73.940587,Entire home/apt,194,1,81,2024-08-31,81.0,1,211
10351,Entire home/apt in Midtown,5711,Michael,Manhattan,Midtown,40.778649,-73.955572,Entire home/apt,147,5,16,2024-08-18,16.0,1,340
10352,Entire home/apt in SoHo,5712,Steven,Manhattan,SoHo,40.744981,-73.98594,Entire home/apt,250,1,12,2024-06-25,5.29,3,301
10353,Entire home/apt in Tribeca,5712,Steven,Manhattan,Tribeca,40.751047,-73.97726,Entire home/apt,155,1,17,2024-07-08,9.27,3,319
10354,Private room in Midtown,5712,Steven,Manhattan,Midtown,40.759189,-74.015367,Private room,97,1,24,2024-07-27,20.0,3,283
10355,Private room in Lower East Side,5713,Sarah,Manhattan,Lower East Side,40.786092,-74.001539,Private room,189,1,42,2024-08-02,42.0,1,327
10356,Entire home/apt in Harlem,5714,Laura,Manhattan,Harlem,40.786617,-73.983703,Entire home/apt,235,3,0,,0.0,1,152
10357,Private room in Battery Park,5715,Ryan,Manhattan,Battery Park,40.755643,-74.027159,Private room,74,1,19,2024-08-31,19.0,1,141
10358,Hotel room in Lower East Side,5716,Robert,Manhattan,Lower East Side,40.797965,-73.949128,Hotel room,219,5,13,2024-08-31,13.0,1,261
10359,Private room in Battery Park,5717,Robert,Manhattan,Battery Park,40.714273,-73.983285,Private room,71,2,0,,0.0,1,104
10360,Entire home/apt in Greenwich Village,5718,Jennifer,Manhattan,Greenwich Village,40.787085,-73.961449,Entire home/apt,237,1,6,2024-08-27,6.0,1,62
10361,Entire home/apt in Upper East Side,5719,Michelle,Manhattan,Upper East Side,40.765586,-73.975686,Entire home/apt,178,3,21,2024-06-27,9.55,1,10
10362,Hotel room in Chelsea,5720,Lauren,Manhattan,Chelsea,40.740139,-73.975135,Hotel room,209,1,18,2024-05-14,4.91,1,140
10363,Entire home/apt in Upper East Side,5721,Rebecca,Manhattan,Upper East Side,40.74787,-73.95574,Entire home/apt,331,1,18,2024-06-20,7.4,1,191
10364,Entire home/apt in Upper East Side,5722,Steven,Manhattan,Upper East Side,40.757179,-73.982477,Entire home/apt,89,14,6,2024-05-30,1.91,1,80
10365,Private room in SoHo,5723,Ryan,Manhattan,SoHo,40.746588,-73.94748,Private room,71,2,8,2024-08-02,8.0,1,365
10366,Private room in Harlem,5724,Steven,Manhattan,Harlem,40.763831,-73.977005,Private room,116,14,4,2024-07-19,2.73,1,184
10367,Entire home/apt in Midtown,5725,Michelle,Manhattan,Midtown,40.739725,-73.948528,Entire home/apt,225,1,25,2024-08-25,25.0,1,341
10368,Entire home/apt in Lower East Side,5726,Rebecca,Manhattan,Lower East Side,40.751322,-73.978277,Entire home/apt,266,14,39,2024-08-27,39.0,1,289
10369,Private room in Upper West Side,5727,Brittany,Manhattan,Upper West Side,40.744955,-74.00593,Private room,118,5,12,2024-08-03,12.0,1,53
10370,Entire home/apt in Lower East Side,5728,Megan,Manhattan,Lower East Side,40.772664,-74.033123,Entire home/apt,248,30,97,2024-08-29,97.0,1,163
10371,Entire home/apt in Midtown,5729,Rebecca,Manhattan,Midtown,40.710371,-74.009482,Entire home/apt,173,7,5,2024-06-02,1.65,2,217
10372,Entire home/apt in Harlem,5729,Rebecca,Manhattan,Harlem,40.719086,-74.052269,Entire home/apt,208,1,33,2024-07-19,22.5,2,301
10373,Entire home/apt in Greenwich Village,5730,Gary,Manhattan,Greenwich Village,40.765023,-74.007311,Entire home/apt,316,1,0,,0.0,1,201
10374,Private room in Greenwich Village,5731,Matthew,Manhattan,Greenwich Village,40.721687,-73.939563,Private room,125,2,2,2024-07-31,1.88,1,259
10375,Private room in Greenwich Village,5732,Melissa,Manhattan,Greenwich Village,40.799122,-73.990003,Private room,138,7,4,2024-07-23,3.0,1,219
10376,Private room in Battery Park,5733,Rebecca,Manhattan,Battery Park,40.736079,-73.970714,Private room,122,2,60,2024-08-31,60.0,1,283
10377,Entire home/apt in Upper East Side,5734,Jason,Manhattan,Upper East Side,40.770879,-74.00193,Entire home/apt,458,7,3,2024-07-12,1.76,1,20
10378,Entire home/apt in Tribeca,5735,Donald,Manhattan,Tribeca,40.737313,-73.969811,Entire home/apt,238,1,10,2024-08-24,10.0,1,211
10379,Entire home/apt in SoHo,5736,Robert,Manhattan,SoHo,40.729618,-74.003654,Entire home/apt,420,2,12,2024-07-12,7.06,1,128
10380,Private room in Chelsea,5737,Brittany,Manhattan,Chelsea,40.731412,-73.947343,Private room,71,7,58,2024-08-24,58.0,1,91
10381,Entire home/apt in Midtown,5738,Emma,Manhattan,Midtown,40.818396,-74.002368,Entire home/apt,269,3,10,2024-03-12,1.73,1,166
10382,Shared room in Battery Park,5739,Sarah,Manhattan,Battery Park,40.760411,-73.968798,Shared room,139,1,13,2024-08-27,13.0,1,283
10383,Entire home/apt in Harlem,5740,Emma,Manhattan,Harlem,40.736829,-74.028998,Entire home/apt,380,2,25,2024-08-03,25.0,1,156
10384,Hotel room in Chelsea,5741,Robert,Manhattan,Chelsea,40.758157,-74.002304,Hotel room,372,1,17,2024-08-21,17.0,1,223
10385,Private room in Midtown,5742,Samantha,Manhattan,Midtown,40.766654,-73.963925,Private room,85,30,11,2024-06-18,4.4,3,286
10386,Entire home/apt in Lower East Side,5742,Samantha,Manhattan,Lower East Side,40.755068,-73.981459,Entire home/apt,281,3,4,2024-06-11,1.46,3,46
10387,Entire home/apt in Lower East Side,5742,Samantha,Manhattan,Lower East Side,40.727958,-73.963267,Entire home/apt,15,5,1,2024-04-23,0.23,3,206
10388,Entire home/apt in Upper East Side,5743,Brenda,Manhattan,Upper East Side,40.785724,-73.999816,Entire home/apt,333,5,0,,0.0,2,112
10389,Entire home/apt in Tribeca,5743,Brenda,Manhattan,Tribeca,40.703131,-74.031751,Entire home/apt,210,2,3,2024-06-29,1.41,2,24
10390,Entire home/apt in Upper West Side,5744,Elizabeth,Manhattan,Upper West Side,40.743143,-73.970789,Entire home/apt,132,3,10,2024-08-30,10.0,1,251
10391,Private room in Harlem,5745,Gary,Manhattan,Harlem,40.745892,-73.946566,Private room,109,1,11,2024-08-23,11.0,1,133
10392,Private room in Chelsea,5746,Steven,Manhattan,Chelsea,40.769417,-73.970427,Private room,105,30,16,2024-07-22,11.71,1,122
10393,Private room in Greenwich Village,5747,Edward,Manhattan,Greenwich Village,40.726425,-73.963348,Private room,52,7,22,2024-07-28,18.86,1,217
10394,Hotel room in SoHo,5748,Rebecca,Manhattan,SoHo,40.739511,-73.97671,Hotel room,321,2,4,2024-08-31,4.0,1,323
10395,Private room in Lower East Side,5749,Jason,Manhattan,Lower East Side,40.77307,-73.993548,Private room,112,3,10,2024-08-11,10.0,1,31
10396,Private room in SoHo,5750,Anthony,Manhattan,SoHo,40.757425,-73.982398,Private room,56,1,25,2024-08-17,25.0,1,269
10397,Private room in Battery Park,5751,Christopher,Manhattan,Battery Park,40.773257,-73.998706,Private room,225,1,1,2024-05-29,0.32,1,358
10398,Private room in Chelsea,5752,Donald,Manhattan,Chelsea,40.758069,-74.01751,Private room,155,14,39,2024-08-21,39.0,1,255
10399,Entire home/apt in Tribeca,5753,Sarah,Manhattan,Tribeca,40.725164,-73.988375,Entire home/apt,198,1,15,2024-04-23,3.44,1,101
10400,Entire home/apt in Upper West Side,5754,Samantha,Manhattan,Upper West Side,40.746253,-73.991753,Entire home/apt,185,1,65,2024-07-26,52.7,1,323
10401,Entire home/apt in Tribeca,5755,Elizabeth,Manhattan,Tribeca,40.771488,-73.971148,Entire home/apt,127,1,17,2024-08-27,17.0,1,353
10402,Entire home/apt in Tribeca,5756,Michael,Manhattan,Tribeca,40.780486,-74.003041,Entire home/apt,188,1,8,2024-07-23,6.0,1,296
10403,Entire home/apt in Harlem,5757,Matthew,Manhattan,Harlem,40.754629,-74.018543,Entire home/apt,239,1,27,2024-08-27,27.0,1,169
10404,Entire home/apt in Upper East Side,5758,Sarah,Manhattan,Upper East Side,40.791856,-73.968631,Entire home/apt,338,14,7,2024-05-28,2.19,1,301
10405,Hotel room in Battery Park,5759,Elizabeth,Manhattan,Battery Park,40.743898,-73.986992,Hotel room,396,3,7,2024-08-12,7.0,1,8
10406,Private room in Tribeca,5760,Brian,Manhattan,Tribeca,40.788919,-73.976175,Private room,261,2,24,2024-08-13,24.0,60,256
10407,Entire home/apt in Chelsea,5760,Brian,Manhattan,Chelsea,40.731449,-74.03884,Entire home/apt,65,5,6,2024-07-22,4.39,60,207
10408,Entire home/apt in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.767525,-73.949156,Entire home/apt,202,2,10,2024-07-08,5.45,60,26
10409,Private room in Lower East Side,5760,Brian,Manhattan,Lower East Side,40.719999,-73.979018,Private room,15,1,22,2024-08-31,22.0,60,234
10410,Hotel room in Battery Park,5760,Brian,Manhattan,Battery Park,40.751162,-73.993098,Hotel room,254,3,13,2024-08-18,13.0,60,84
10411,Entire home/apt in Upper West Side,5760,Brian,Manhattan,Upper West Side,40.770477,-73.998432,Entire home/apt,338,5,9,2024-08-06,9.0,60,208
10412,Private room in SoHo,5760,Brian,Manhattan,SoHo,40.74953,-73.991969,Private room,171,1,7,2024-07-31,6.56,60,219
10413,Private room in Midtown,5760,Brian,Manhattan,Midtown,40.726351,-73.999456,Private room,224,14,34,2024-08-19,34.0,60,324
10414,Private room in Midtown,5760,Brian,Manhattan,Midtown,40.761946,-73.946982,Private room,232,1,54,2024-08-27,54.0,60,126
10415,Entire home/apt in Upper East Side,5760,Brian,Manhattan,Upper East Side,40.808501,-74.025588,Entire home/apt,262,2,20,2024-08-29,20.0,60,318
10416,Entire home/apt in Upper West Side,5760,Brian,Manhattan,Upper West Side,40.758014,-73.982625,Entire home/apt,356,14,0,,0.0,60,164
10417,Entire home/apt in Midtown,5760,Brian,Manhattan,Midtown,40.774456,-74.009214,Entire home/apt,239,5,57,2024-08-09,57.0,60,62
10418,Entire home/apt in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.769331,-73.992175,Entire home/apt,239,7,8,2024-08-13,8.0,60,212
10419,Entire home/apt in Lower East Side,5760,Brian,Manhattan,Lower East Side,40.730441,-74.004524,Entire home/apt,261,5,5,2024-08-30,5.0,60,167
10420,Entire home/apt in Battery Park,5760,Brian,Manhattan,Battery Park,40.727811,-73.993442,Entire home/apt,201,1,8,2024-08-06,8.0,60,162
10421,Entire home/apt in Upper East Side,5760,Brian,Manhattan,Upper East Side,40.728582,-73.985853,Entire home/apt,269,7,5,2024-08-08,5.0,60,304
10422,Entire home/apt in Tribeca,5760,Brian,Manhattan,Tribeca,40.777271,-73.947545,Entire home/apt,292,1,19,2024-08-17,19.0,60,16
10423,Entire home/apt in Lower East Side,5760,Brian,Manhattan,Lower East Side,40.72225,-73.964959,Entire home/apt,388,5,32,2024-07-14,19.59,60,365
10424,Private room in Battery Park,5760,Brian,Manhattan,Battery Park,40.757099,-74.031202,Private room,17,14,19,2024-08-03,19.0,60,338
10425,Entire home/apt in Lower East Side,5760,Brian,Manhattan,Lower East Side,40.764399,-73.983261,Entire home/apt,302,1,0,,0.0,60,343
10426,Entire home/apt in Midtown,5760,Brian,Manhattan,Midtown,40.757074,-73.983718,Entire home/apt,254,1,18,2024-08-03,18.0,60,172
10427,Private room in Tribeca,5760,Brian,Manhattan,Tribeca,40.716705,-73.957148,Private room,103,1,9,2024-08-05,9.0,60,200
10428,Private room in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.778901,-73.977554,Private room,175,1,8,2024-08-17,8.0,60,111
10429,Entire home/apt in Upper West Side,5760,Brian,Manhattan,Upper West Side,40.785526,-73.966397,Entire home/apt,252,2,18,2024-08-29,18.0,60,117
10430,Entire home/apt in Harlem,5760,Brian,Manhattan,Harlem,40.762592,-73.979504,Entire home/apt,417,3,13,2024-08-05,13.0,60,364
10431,Hotel room in Upper East Side,5760,Brian,Manhattan,Upper East Side,40.768658,-74.007189,Hotel room,417,5,1,2024-08-10,1.0,60,189
10432,Private room in Greenwich Village,5760,Brian,Manhattan,Greenwich Village,40.749062,-74.015021,Private room,196,2,25,2024-07-22,18.29,60,191
10433,Entire home/apt in Battery Park,5760,Brian,Manhattan,Battery Park,40.789631,-73.965051,Entire home/apt,134,5,82,2024-08-31,82.0,60,90
10434,Entire home/apt in Chelsea,5760,Brian,Manhattan,Chelsea,40.761906,-73.987474,Entire home/apt,271,5,22,2024-07-15,13.75,60,220
10435,Private room in Battery Park,5760,Brian,Manhattan,Battery Park,40.75004,-73.98349,Private room,162,5,9,2024-03-14,1.58,60,320
10436,Entire home/apt in Chelsea,5760,Brian,Manhattan,Chelsea,40.753805,-73.989715,Entire home/apt,142,14,17,2024-08-19,17.0,60,96
10437,Private room in SoHo,5760,Brian,Manhattan,SoHo,40.706312,-73.944018,Private room,121,2,9,2024-08-14,9.0,60,133
10438,Private room in Harlem,5760,Brian,Manhattan,Harlem,40.778466,-73.993434,Private room,153,2,30,2024-08-17,30.0,60,203
10439,Entire home/apt in Midtown,5760,Brian,Manhattan,Midtown,40.71694,-74.015649,Entire home/apt,294,7,12,2024-08-31,12.0,60,191
